_id,English,Bemba,Bemba Other Translation,Bemba Translator ,Bemba Translation Approval Date,Bemba Translation Reviewers
1225,Bee,Ulushimu,,,,
1226,Beer,Ubwalwa,,,,
1227,Beetle,Akashishi,,,,
1228,Before,Pa ntanshi,,,,
1229,Before,pa kubala,,,,
1230,Beg,Lomba ,,,,
1231,Beg,Papatila,,,,
1232,Beggar,Umupushi,,,,
1233,Begin,Tampa,,,,
1234,Begin,Tendeka ,,,,
1235,Begin,Amba,,,,
1236,Beginning,Intendekelo,,,,
1237,Behalf,Pa malo ya,,,,
1238,Behave,Tekanya,,,,
1239,Behaviour,Imicitile / imyendele,,,,
1240,Behead,Putulako umutwe,,,,
1241,Behind,Ku numa,,,,
1242,Behold,Lelo,,,,
1243,Being,Umuntu,,,,
1244,Belch,Byola,,,,
1245,Belie,Bepesha,,,,
1246,Belief,Ubusumino,,,,
1247,Believe,Sumina,,,,
1248,Bell,Inyenjele,,,,
1249,Bellows,Umuba,,,,
1250,Belly,Ifumo ,,,,
1251,Belly,mu nda,,,,
1252,Beloved,Umutemwika,,,,
1253,Below,Mwisamba,,,,
1254,Belt,Umushipi,,,,
1255,Bench,Imbao,,,,
1256,Bend,Peta ,,,,
1257,Bend,Icishoko,,,,
1258,Bend,Inama,,,,
1259,Benediction,Ibalaka,,,,
1260,Benefit,Wamina,,,,
1261,Beseech,Papata,,,,
1262,Beside,Mupepi,,,,
1263,Besiege,Shinga,,,,
1264,Best,Wamisha,,,,
1265,Bet,Icipangano,,,,
1266,Betray,Sangukila,,,,
1267,Betroth,Kobekela,,,,
1268,Better,Wama ukucila,,,,
1269,Between,Pakati ka..,,,,
1270,Beverage,Icakunwa,,,,
1271,Beware,Cenjela,,,,
1272,Bewitch,Lowa,,,,
1273,Beyond,Peshilya,,,,
1274,Bible,Icipingo,,,,
1275,Biceps,Bombwe,,,,
1276,Bicycle,Incinga,,,,
1277,Bid,Eba,,,,
1278,Bifurcation (road),Masansa,,,,
1279,Big,icikulu ,,,,
1280,Big,icikalamba,,,,
1281,Bile,Indusha,,,,
1282,Bilharzia,Mubongola,,,,
1283,Bin,Ubutala,,,,
1284,Bind,Kaka,,,,
1285,Bird,Icuni ,,,,
1286,Bird,Akoni,,,,
1287,Birth,Ukufyalwa,,,,
1288,Bishop,Shikofu,,,,
1289,Bit,Panono,,,,
1290,Bit,panini,,,,
1291,Bite,Suma,,,,
1292,Bitter,Lula,,,,
1293,Black,Fita,,,,
1294,Blacken,Fisha,,,,
1295,Blackish,Fituluka,,,,
1296,Black jack,Kasokopyo,,,,
1297,Blacksmith,Kafula,,,,
1298,Bladder,Icisu,,,,
1299,Blade,Cilimi,,,,
1300,Blame (falsely),Bepesha,,,,
1301,Blanket,Ubulangeti,,,,
1302,Blast furnace,Ilungu,,,,
1303,Blaze,Lubingu,,,,
1304,Bleed,Suma umulopa,,,,
1305,Blend,Sasha,,,,
1306,Bless,Balikila / ,,,,
1307,Bless,Pala amate,,,,
1308,,Senamina,,,,
1309,Blessing,Ipalo,,,,
1310,Blind,Pofula,,,,
1311,Blindness,Ubupofu,,,,
1312,Blind person,Impofu,,,,
1313,Blink,Kapa,,,,
1314,Blister,Icitusha,,,,
1315,Blood,Umulopa,,,,
1316,Blood vessel,Umushipa wamulopa,,,,
1317,Bloom (flower),Satula,,,,
1318,Bloom (tree),Balula,,,,
1319,Blossom,Lutombo,,,,
1320,Blow (hit),Ulupumo,,,,
1321,Blow (nose),Fyona,,,,
1322,Blow (puff),Puta,,,,
1323,Blunder,Tena,,,,
1324,Blunt,Fupa,,,,
1325,Board,Ipulanga,,,,
1326,Boast,Amataki / Itakisha,,,,
1327,Boat,Ubwato,,,,
1328,Boatsman,Kashika wa bwato,,,,
1329,Body,Umubili,,,,
1330,Boggy,Tika,,,,
1331,Boil (water),Bila / Bilauka / Kafya,,,,
1332,Boil (pus),Icipute,,,,
1333,Bold,Pama,,,,
1334,Bone,Ifupa,,,,
1335,Book,Icitabo,,,,
1336,Boot,Insapato,,,,
1337,Border,Umupaka,,,,
1338,Bore (hole),Tula,,,,
1339,Boredom,Icitendwe,,,,
1340,Borer,Umusumbo,,,,
1341,Boring beetle,Lupese,,,,
1342,Born,-fyalwa,,,,
1343,Borrow,Ashima / Kongola,,,,
1344,Bosom,Iceni,,,,
1345,Both,Fyonse,,,,
1346,Bother,Sakamika,,,,
1347,Bottle,Umusukupala,,,,
1348,Bounce,Tama,,,,
1349,Boundary,Umupaka,,,,
1350,Bounty,Ubusuma,,,,
1351,Bow,Inama,,,,
1352,Bow (& arrow),Ubuta,,,,
1353,Bowel,Amala,,,,
1354,Bowl,Imbale,,,,
1355,Box,Imbokoshi,,,,
1356,Boy,Umwana mwaume,,,,
1357,Boy (youth),Umulumendo,,,,
1358,Bracelet (ivory),Ikosa,,,,
1359,Bracelet (grass),Cindele,,,,
1360,Bracelet (metal),Icinkwingili,,,,
1361,Bracelet (copper),Lusambo,,,,
1362,Brag,Amataki / Itakisha,,,,
1363,Brain,Bongo bongo,,,,
1364,Bran,Ifisense,,,,
1365,Branch,Umusambo,,,,
1366,Brave,Shipa / Pama,,,,
1367,Bread,Umukate,,,,
1368,Breadth,Ubukulu,,,,
1369,Break,Putula,,,,
1370,Break (pieces),Fungaula,,,,
1371,Break (fracture),Kontola Kontoka,,,,
1372,Break (rest),Tusha,,,,
1373,Break off,Mokola,,,,
1374,Break up,Pangulula,,,,
1375,Break (promise),Futuka,,,,
1376,Breakfast,-ikula,,,,
1377,Breast,Ibele,,,,
1378,Breast bone,Inkombe,,,,
1379,Breath,Umupu,,,,
1380,Breathe,Pema,,,,
1381,Breed,Sanda,,,,
1382,Brew (beer),Longa ubwalwa,,,,
1383,Bribe,Mafisa kanwa,,,,
1384,Brick,Itafwali,,,,
1385,Brick kiln,Icibili,,,,
1386,Bricklayer,Kakula wa njelwa,,,,
1387,Brick mould,Icikombola,,,,
1388,Bride,Nabwinga,,,,
1389,Bridegroom,Shibwinga,,,,
1390,Bridge,Ubulalo,,,,
1391,Bride price,Impango,,,,
1392,Bright,-Beka,,,,
1393,Brim,Milomo,,,,
1394,Bring,Leta,,,,
1395,Broad,Lepa,,,,
1396,Broaden,Lefya,,,,
1397,Broken,Tobeka,,,,
1398,Brook,Akamana,,,,
1399,Broom,Iceswa / Umukusao,,,,
1400,Brother,Indume,,,,
1401,Brotherhood,Bumunyina,,,,
1402,Brother-in law,Bukwe,,,,
1403,Bruise,Uluma / Cena,,,,
1404,Brush,Cifuti,,,,
1405,Brush (tooth),Umuswaki,,,,
1406,Brutality,Ubunkalwe,,,,
1407,Brute,Umunkalwe,,,,
1408,Bubble,Selauka,,,,
1409,Bucket,Imbeketi,,,,
1410,Bud,Ulutombo,,,,
1411,Buffalo,Imboo,,,,
1412,Bug (bed),Icipu,,,,
1413,Bugle,Ipenga,,,,
1414,Build,Kula / Panga,,,,
1415,Bull,Cilume,,,,
1416,Bullet,Cipolopolo,,,,
1417,Bunch,Cisangu,,,,
1418,Bundle,Umwanshi,,,,
1419,Burden,Icipe,,,,
1420,Burglar,Umupupu,,,,
1421,Burial place,Inshishi,,,,
1422,Burial place (Royal),Umwalule,,,,
1423,Burn,Oca / Pya / Lungula,,,,
1424,Burrow (big),Mwimba,,,,
1425,Burrow (small),Umusombo,,,,
1426,Burst,Lepuka,,,,
1427,Bury,Shika,,,,
1428,Bush,Impanga,,,,
1429,Bush buck,Cisongo,,,,
1430,Business,Umulimo,,,,
1431,Busy,Ba ne milimo,,,,
1432,But,Nomba,,,,
1433,Butcher,Kakoma wa Ngombe,,,,
1434,Butter,Amafuta ye shiba,,,,
1435,Butterfly,Icipelebesha,,,,
1436,Buttock,Itako,,,,
1437,Button,Ipitawa,,,,
1438,Buy,Shita,,,,
1439,By,Ku / Kuli,,,,
1440,Bye (Go well),Fikenipo,,,,
1441,Bye (remain well),Shalenipo,,,,
1442,Cabbage,"""Kabeji""",,,,
1443,Calabash,Insupa,,,,
1444,Calamity,Ubulanda,,,,
1445,Calculate,Penda,,,,
1446,Calf,Iciponti ca nĝombe,,,,
1447,Call,Ubwite,Ita,,,
1448,Call out,Kuta,,,,
1449,Call out (shout),Pûnda,,,,
1450,Calm,Tondolo,Talala,Shilili,,
1451,Calm down,Bwesho mutima,,,,
1452,Calmly,Tondolo,Shilili,,,
1453,Camel,Ingamiya,,,,
1454,Camera,"""Kamela""",,,,
1455,Camp,Insakwe,,,,
1456,Can (do),Kuti,,,,
1457,Can (of food),Icikopo,,,,
1458,Canal,Umufōlo,,,,
1459,Canal,Umunyangala,,,,
1460,Cancel,Pangulula,,,,
1461,Cannot,Tekuti,,,,
1462,Cannot,Filwa,,,,
1463,Canoe,Ubwato,,,,
1464,Cap,Akasote,,,,
1465,Capital (city),Umusumba,,,,
1466,Capitulate,Cīmba,,,,
1467,Capsize,Bunda,,,,
1468,Capsize (cause to),Bunsha,,,,
1469,Captain,Intungulushi,,,,
1470,Captive,Nkole,,,,
1471,Carcass,Icitumbi,,,,
1472,Card,Kalata,,,,
1473,Card (playing),Injuka,,,,
1474,Care (for),Sunga,,,,
1475,Care (about),Sakamana,,,,
1476,Careful,Take care,,,,
1477,Carefully,Bwino bwino,,,,
1478,Carefully,Bucebuce,,,,
1479,Careless,Ba no busanku,,,,
1480,Carelessness,Ubusanku,,,,
1481,Carelessness,Ubupusaushi,,,,
1482,Carpenter,Kabasa,,,,
1483,Carrier,Kasenda,,,,
1484,Carry,Senda,,,,
1485,Carry (heavy),Pinga,,,,
1486,Carry (on back),Pāpa,,,,
1487,Carry (on shoulder),Sūnsa,,,,
1488,Cart,Iceleta,,,,
1489,Cartridge,Cisongo,,,,
1490,Carve,Bāsa,,,,
1491,Case (box),Imbokoshi,,,,
1492,Case (law),Umulandu,,,,
1493,Cash,Indalama,,,,
1494,Cassava (Manioc),Kalundwe,,,,
1495,Castor plant,Mumono,,,,
1496,Castrate,Tungula,,,,
1497,Cat,Côna,Pushi,Nyau,,
1498,Cat (wild),Mpaka,,,,
1499,Cat (civet),Mfungo,,,,
1500,Catch,Ikata,Anka,,,
1501,Catechist,Kafundisha,,,,
1502,Caterpillar,Ichishimu,,,,
1503,Catfish,Muta,,,,
1504,Catholic,"""Katolika""",,,,
1505,Catholic Church,"""Ekelesha katolika""",,,,
1506,Cattle,Inɧombe,,,,
1507,Cattle shed,Itanga,Icinka,,,
1508,Cause,Lenga,,,,
1509,Cause (reason),Mulandu,,,,
1510,Cause (beginning),Icishinte,,,,
1511,Cautious,Cenjela,Tekanya,,,
1512,Cave,Lucengo,,,,
1513,Cease,Leka,,,,
1514,Celebrate,Cindika,,,,
1515,Celibacy,Ubushimbe,,,,
1516,Celibate,Umushimbe,,,,
1517,Cement,Shamende,"""Sementi""",,,
1518,Cemetery,Inshishi,,,,
1519,Centipede,Iciyongoli,,,,
1520,Central,Pakati,,,,
1521,Certain,Shininkisha,,,,
1522,Certainly,Na cine,cine cine,,,
1523,Chaff,Musungu,,,,
1524,Chain,Munyololo,,,,
1525,Chair,Umupando,,,,
1526,Chairman,Shicilye,,,,
1527,Chalk,Ulupemba,,,,
1528,Chalice,Cikombe,,,,
1529,Chance (luck),Ishuko,,,,
1530,Chance (time),Inshita,,,,
1531,Change (coins),Isha museke,,,,
1532,Change (being),Aluka,,,,
1533,Change (direction),Pinduluka,,,,
1534,Change (direction-cause),Pindulula,,,,
1535,Chapel,Inɧanda ya kwa Lesa,,,,
1536,Chapter,Cipandwa,,,,
1537,Character,Misango,Mibēle,Myendele,,
1538,Charcoal,Mufito,"""Amalasha""",,,
1539,Charge (price),Mutengo,,,,
1540,Charge (demand payment),Lipilisha,,,,
1541,Charitable,Ba no bupe,,,,
1542,Charity,Icitemwiko,,,,
1543,Charm,Ubusaka,,,,
1544,Charm (spell),Ubwanga,,,,
1545,Chase,Tamfya,,,,
1546,Chat,Ilyashi,,,,
1547,Cheap,Nako mutengo,,,,
1548,Cheat,Cenjesha,,,,
1549,Check,Lengula,,,,
1550,Cheek,Isaya,,,,
1551,Cheer,Sansamusha,,,,
1552,Cheerful,Ba ne nsansa,,,,
1553,Cheerfulness,Insansa,,,,
1554,Cheetah,Cinseketa,,,,
1555,Chest,Icifuba,,,,
1556,Chew,Sheta,,,,
1557,Chicanery,Ubukakashi,,,,
1558,Chicken,Inkoko,,,,
1559,Chicken-pox,Kabokoshi,,,,
1560,Chide,Kalipila,,,,
1561,Chief,Imfumu,Bashamfumu,,,
1562,Chieftainship,Bufumu,,,,
1563,Chief's palace,Isano,,,,
1564,Child,Umwana,,,,
1565,Childhood,Ubwaice,,,,
1566,Childish,Ba nga kaice,,,,
1567,Chill,Kata,,,,
1568,Chimney,Icipunda ca cushi,,,,
1569,Chin,Kalefulefu,,,,
1570,Chip,Mokola,Kombola,,,
1571,Chisel (noun),Umwengo,,,,
1572,Chisel (verb),Fukula,,,,
1573,Choir,Baomba,,,,
1574,Choke,Pwilisho mweo,,,,
1575,Choose,Sala,,,,
1576,Chop,Ceka,Putaula,,,
1577,Christ,Kilishitu,,,,
1578,Christendom,Bukilishityani,,,,
1579,Christmas,Nshikunkulu ya kufyalwa kwa kwa Kilishitu,,,,
1580,Church,Ekelesha,Chalici,,,
1581,Church (building),Inɧanda ya Mulungu,,,,
1582,Churn milk,Suka mukaka,,,,
1583,Cinema,"""Shinema""",,,,
1584,Circle,Cintengulusha,,,,
1585,Circumstances,Apo cabe fi,,,,
1586,Cite,Lubulwisha,,,,
1587,Citizen,Umukaya,,,,
1588,Citizenship,Ubukaya,,,,
1589,City,Umusumba,,,,
1590,Civet cat,Mfungo,,,,
1591,Civil,Bukaya,,,,
1592,Clan,Umukôwa,,,,
1593,Clap (hands),Ombe ndupi,,,,
1594,Clash,Ulubuli,,,,
1595,Claw (noun),Ulwala,,,,
1596,Claw (verb),Fôla,,,,
1597,Clay,Ibumba,Iloba,,,
1598,Clean (be),Bûta,,,,
1599,Clean (make),Wamya,Pukuta,,,
1600,Clear (ground),Seba,Kungula,,,
1601,Clear (be),Bûta,,,,
1602,Clear (of water),Lengama,,,,
1603,Clear (explain),Londolola,,,,
1604,Clear (the table),Teule fipe,,,,
1605,Clearly,Bwino bwino,,,,
1606,Clerk,Kalaliki,,,,
1607,Clever,Ba na mano,Cenjela,Limuka,,
1608,Cleverness,Amâno,,,,
1609,Climate,(icalo),,,,
1610,Cling to,Konena,Shangila,,,
1611,Cloak,Isâba,,,,
1612,Clock,Inkololo,,,,
1613,Close (shut),Isala,,,,
1614,Close (near) adv.,Pêpi,,,,
1615,Clot,Tikama,,,,
1616,Cloth,Insalu,,,,
1617,Clothe,Fwika,Fwâla,,,
1618,Cloud,Ikumbi,Ntumba,Lusuko,,
1619,Cloudy,Kutika,Bundama,Cikutika,,
1620,Club,Mulanga,,,,
1621,Coal,Malasha,,,,
1622,Coast,Lulamba,,,,
1623,Coat (of animal),Masako,,,,
1624,Cobra (common),Ngoshe,,,,
1625,Cobra (forest),Mamba,,,,
1626,Cobra (water),Mambalushi,,,,
1627,Cobra (spitting),Kafi,,,,
1628,Cobweb,Tandabube,,,,
1629,Cock,Mukolwe,,,,
1630,Cockroach,Lupemfu,,,,
1631,Coco nut,Ngashi,,,,
1632,Coddle,Tekelesha,Tentemba,,,
1633,Coerce,Patikisha,,,,
1634,Coffee,"""Kofi""",,,,
1635,Coil,Nyongâna,,,,
1636,Coin,Ikopala,,,,
1637,Cold,Impepo,,,,
1638,Cold (common),Icifine,,,,
1639,Colic,Mupindo,,,,
1640,Collapse (person),Wa panshi,,,,
1641,Collapse (building),Bongoloka,,,,
1642,Collar,Inteneshi,,,,
1643,Collect (money),Sanshishe ndalama,,,,
1644,Colour,Balâla,,,,
1645,Column,Luceshi,,,,
1646,Comb,Icisakulo,,,,
1647,Come,Isa,,,,
1648,Come back,Bwela,,,,
1649,Come between,Cinga,,,,
1650,Come from,Konka,Tula,,,
1651,Come near,Palama,,,,
1652,Come on!,Alêni!,,,,
1653,Come out,Fuma,,,,
1654,Come with,Konka,,,,
1655,Comfort,Talaliko mutima,,,,
1656,Command,Cebo,,,,
1657,Commemorate,Ibukisha,,,,
1658,Commence,Tampa,,,,
1659,Common,...onse,,,,
1660,Commoner,Mupabi,Muntunse,Wa fye,,
1661,Compare,Palanya,Linganya,,,
1662,Compassion,Cilela,Languluka,,,
1663,Compel,Patika,,,,
1664,Compensate,Futa mukulinganya,,,,
1665,Compensation,Mafuto,,,,
1666,Compete,Cimfyanya,,,,
1667,Complain,Ilishanya,Isosha,,,
1668,Complete,Tuntula,,,,
1669,Complete (finish),Pwisha,,,,
1670,Completely,Onse,,,,
1671,Compliment,Tasha,,,,
1672,Compose,Panga,,,,
1673,Compound,"""Kompaundi""",,,,
1674,Compost,Umufundo,,,,
1675,Conceal,Fisa,Belamika,,,
1676,Conceive (pregancy),Imita,,,,
1677,Concern,Umulandu,,,,
1678,Concubine,Mwinga,,,,
1679,Concupiscence,Ulunkumbwa,,,,
1680,Condition,Cifwaikwa,Cikulu,Kulila,Kumfwa,
1681,Conduct,Ensha,,,,
1682,Confess,Lumbula,,,,
1683,Confession,Icilumbulo,,,,
1684,Confidence,Isubilo,,,,
1685,Confident,Sûbila,,,,
1686,Confidential,Mu nkâma,,,,
1687,Comfirm,Suminisha,,,,
1688,Comfirmation,Inkosho,,,,
1689,Confluence,Mawilo,,,,
1690,Confuse,Fulunganya,,,,
1691,Confusion,Icimfulunganya,Icimfundawila,,,
1692,Congeal,Tikama,,,,
1693,Congratulate,Tasha,,,,
1694,Congratulations,Ubutasho,,,,
1695,Congregation,Cibungwe,,,,
1696,Connect,Kumbinkanya,,,,
1697,Conquer,Cimfya,,,,
1698,Conscience,Umutima,,,,
1699,Consent,Sumina,,,,
1700,Consequently,Kanshi,e ico,,,
1701,Consider,Tontonkanya,,,,
1702,Console (pacify),Talaliko mutima,,,,
1703,Constable,Kapokola,,,,
1704,Constipated,Ifumo lyauma,,,,
1705,Construct,Kûla,Panga,,,
1706,Consult,Ipusha,,,,
1707,Consume,Lya,,,,
1708,Consumption (disease),Ntanda bwanga,,,,
1709,Contagious,Lwambu,,,,
1710,Contain,ba mo,,,,
1711,Contaminate,Ambukila,,,,
1712,Contempt,Musalûla,,,,
1713,Content (happy),Temwa,,,,
1714,Contents,Ifyabamo,,,,
1715,Continue,Twalilila,Konkanya,,,
1716,Contract,Icipangano,,,,
1717,Contradict,Bikapo ifikansa,,,,
1718,Contribute,Sangula,Pêla,,,
1719,Control,Têka,,,,
1720,Convenient,Linga,,,,
1721,Conversation,Ilyashi,,,,
1722,Convert,Sangula,Alula,,,
1723,Convict (do),Shinina,,,,
1724,Cook,Ipika,,,,
1725,Cooked (ready),Pya,,,,
1726,Cool,Talala,,,,
1727,Copper,Mukuba,,,,
1728,Copy,Cikope,Ambula,,,
1729,Cord,Umwando,,,,
1730,Cork,Inciliko,,,,
1731,Cork screw,Ncililwo,,,,
1732,Cormoran (water bird),Nondo,,,,
1733,Corner,Itungi,,,,
1734,Corpse,Citumbi,,,,
1735,Correct,Wamya,,,,
1736,Cost,Mutengo,,,,
1737,Cotton,Tonge,,,,
1738,Cough,Cifuba,,,,
1739,Council,Cilye,,,,
1740,Councillor,Wa mu cilye,Shicilye,Cilolo,,
1741,Count,Penda,,,,
1742,Countless,Te fya kupenda,,,,
1743,Country,Impânga,,,,
1744,Courage,Kushipa,,,,
1745,Court,Cilye,,,,
1746,Courtyard,Lubansa,,,,
1747,Cousin,Mufyala,,,,
1748,Cover,Kupa,Nkupo,,,
1749,Cover (do),Kupika,Fimba,,,
1750,Covet,Kumbwa,,,,
1751,Cow,ɧombe,,,,
1752,Coward,Kûwe,,,,
1753,Cowshed,Itanga,Icinka,,,
1754,Crab,ɧanse,,,,
1755,Crack (in wall),Mulale,,,,
1756,Crack (in skin of heel),Linɧa,,,,
1757,Craft,Bufundi,,,,
1758,Craftsman,Fundi,,,,
1759,Cramp,Ntontongolo,,,,
1760,Crane (crested),Ngôli,,,,
1761,Crane (other),Ikolongo,,,,
1762,Crash,Toba,,,,
1763,Craving,Bukasha,,,,
1764,Crawl,Amfula,,,,
1765,Craziness,Bushilu,,,,
1766,Crazy,Pena,,,,
1767,Create,Bumba,,,,
1768,Creator,Kabumba,,,,
1769,Creature,Cibumbwa,,,,
1770,Creed,Cisuminino,,,,
1771,Creep (crawl),Amfula,,,,
1772,Creep (hunter),Bendela,,,,
1773,Cricket,Nyense,,,,
1774,Criminal,Cipondo,,,,
1775,Cripple,Cilema,,,,
1776,Crippled,Lemana,,,,
1777,Crocodile,Nɧwena,,,,
1778,Crooked,Kongama,,,,
1779,Crop,Fisabo,,,,
1780,Crop rotation,Alule mbuto,,,,
1781,Cross,Musalaba,,,,
1782,Cross (water),Abuka,,,,
1783,Cross (be),Fulwa,Fitwa,,,
1784,Crossing place,Câbu,,,,
1785,Crosswise,Pindika,,,,
1786,Crow,Mwankole,,,,
1787,Crowd,Ibumba,,,,
1788,Crown,Cisote ca mfumu,,,,
1789,Crucifix,Musalaba,,,,
1790,Crucify,Tanika,,,,
1791,Cruel,Luma,,,,
1792,Cruelty,Bunkalwe,,,,
1793,Crumble,Bongolola,Mokola,,,
1794,Crush,Shina,Shona,Ponda,,
1795,Cry,Lila,,,,
1796,Cucumber,Cibimbi,,,,
1797,Cultivate,Lima,,,,
1798,Cup,Nkomaki,,,,
1799,Cupboard,"""Kabati""",,,,
1800,Cure,Posha,Undapa,,,
1801,Curl,Lupôto,,,,
1802,Curl up,Nyongânya,,,,
1803,Current,Mukuku,,,,
1804,Curse,Ntipu,Tîpa,,,
1805,Curtail,Cefya,,,,
1806,Curve,Cinshoko,Kongamika,,,
1807,Cushion,Musao,,,,
1808,Cut,Mulaba,,,,
1809,Cut (oneself),Icena,,,,
1810,Cut (hair),Beya umushishi,,,,
1811,Cut off,Putula,,,,
1812,Cut open,Tumbula,,,,
1813,Cut tree,Tema,,,,
1814,Cut meat,Tanta,,,,
1815,Daily,Cila bushiku,Nshiku shonse,Lyonse,,
1816,Damage,Onaula,,,,
1817,Damaged,Onauka,,,,
1818,Damp,Bomba,Mutonshi,,,
1819,Dampness,Mutonshi,,,,
1820,Dance,Cila,Cinda,,,
1821,Dandruff,Nkuku,,,,
1822,Danger,Busanso,,,,
1823,Dare,Esha,Pama,,,
1824,Dark,Fita,,,,
1825,Darkness,Mfifi,,,,
1826,Date,Bushiku,,,,
1827,Daughter,Mwana mwanakashi,,,,
1828,Daughter in law,Mupongoshi,,,,
1829,Dawn,Ca,Macâca,,,
1830,Day,Bushiku,,,,
1831,Daybreak,Macâca,,,,
1832,Daylight,Kasuba,,,,
1833,Dead,Fwa,,,,
1834,Deaf,Koma matwi,,,,
1835,Deafen,Komya matwi,,,,
1836,Deal,Pêla,,,,
1837,Dear,Mutemwishi,Mutemwikwa,,,
1838,Dear (expensive),Koso mutengo,,,,
1839,Death,Mfwa,,,,
1840,Debate,Tâlika,,,,
1841,Debt,Nkongole,Misha,Bukope,,
1842,Decay,Bola,,,,
1843,Decease,Fwa,,,,
1844,Deceit,Bucenjeshi,,,,
1845,Deceitful,Ba ne ndimi shibili,,,,
1846,December,Mupundu-milimo,,,,
1847,Decide,Pingula,,,,
1848,Decision,Ubupingulo,,,,
1849,Declare,Sosa,,,,
1850,Decorate,Sâmika,,,,
1851,Decoration,Cisâmo,,,,
1852,Deep,Tali,Shika,,,
1853,Defame,Sebanya,,,,
1854,Defeat,Cimfya,Ansha,,,
1855,Defend,Pokolola,Pokako,,,
1856,Defender,Mpâlume,,,,
1857,Defer,Kokosha,Tantalisha,,,
1858,Delay,Chelesha,Linsha,,,
1859,Delete,Fûta,,,,
1860,Deliberately,Kumufûlo,,,,
1861,Delight,Nsansa,,,,
1862,Delirious,Sabaila,,,,
1863,Deliver,Pususha,Lubula,,,
1864,Deliver (to),Twala,,,,
1865,Demand,Fwaya,Lomba,,,
1866,Demolish,Onaula,,,,
1867,Demolished,Onaika,,,,
1868,Demon,Cibanda,Ciwa,Shêtani,,
1869,Donounce,Sebanya,,,,
1870,Deny,Kâna,,,,
1871,Depart,Ya,,,,
1872,Depend,Ba kuli,,,,
1873,Depth,Butali panshi,Kushika,,,
1874,Descend,Ika,,,,
1875,Describe,Londolola,,,,
1876,Desert,Ciswebêbe,,,,
1877,Deserter,Musangu,,,,
1878,Deserve,Fwa,,,,
1879,Design,Lenga,,,,
1880,Designer,Kalenga,,,,
1881,Desire,Fwaya,Kumbwa,,,
1882,Despite,Nangu,Nelyo,,,
1883,Destroy,Onaula,Toba,,,
1884,Destruction,Bonaushi,,,,
1885,Datach,Kakatula,,,,
1886,Detest,Pata,,,,
1887,Detour,Cinshoko,Shosha,,,
1888,Develop,Kula,,,,
1889,Development,Buyantanshi,,,,
1890,Deviate,Petula,Petuka,,,
1891,Devour,Lya,Mina,,,
1892,Dew,Mume,,,,
1893,Diarrhoea,Polomya,Lwala pamala,,,
1894,Die,Fwa,,,,
1895,Differ,Ibela,Lekana,,,
1896,Difference,Bupusano,,,,
1897,Different,Pusana,Lekana,,,
1898,Differentiate,Pusanya,Lekanya,,,
1899,Difficult,Afya,,,,
1900,Difficulty,Bwafya,,,,
1901,Dig,Imba,,,,
1902,Dig (up),Shula,,,,
1903,Digest,Sungulula,,,,
1904,Digit,Ipendo,,,,
1905,Dignity,Bucindami,Mucinshi,,,
1906,Dilute,Sundula,Songolola,,,
1907,Diminish,Cefya,,,,
1908,Dine,Lya,,,,
1909,Dining Room,ɧanda ya kulilamo,,,,
1910,Dip,Tumpa,Tumpika,,,
1911,Direct (show),Langa,Tungulula,,,
1912,Direct (straight),Lungama,,,,
1913,Direction,Ntunga,Lubali,,,
1914,Dirt,Ciko,Busâli,,,
1915,Dirty,Ba ne fiko,Sapa,Lāmba,,
1916,Disadvantage,Bipile,,,,
1917,Disagree,Pusana,,,,
1918,Disappear,Loba,Ongoloka,Tangâna,,
1919,Disapprove,Kâna,,,,
1920,Disarrange,Salanganya,Fulunganya,,,
1921,Discontent,Cifukushi,,,,
1922,Discourage,Nenuna,Fûpula,,,
1923,Discover,Sanga,Sokola,,,
1924,Discretion,Mfundato,,,,
1925,Disdain,Fwita,Sûla,,,
1926,Disease,Bulwele,Ntandabwanga,,,
1927,Disgrace,Sebânya,,,,
1928,Disguise,Fisa,,,,
1929,Disgust,Citendwe,Tendusha,,,
1930,Dish,Mbale yafongomana,,,,
1931,Dishearten,Fûpula,,,,
1932,Disinter,Shukula,,,,
1933,Dislike,Pata,,,,
1934,Dislocate,Minya,,,,
1935,Dismantle,Pangulula,Pangaula,,,
1936,Dismiss,Tamfya,,,,
1937,Disorder,Cimfulunganya,Fulungana,,,
1938,Dispatch,Tuma,,,,
1939,Dispensary,Cipatala,,,,
1940,Disperse,Salanganya,,,,
1941,Dispersion,Isunga,,,,
1942,Displeased,Fulwa,Fitwa,,,
1943,Dispute,Fikansa,Kansana,,,
1944,Disregard,Musâlula,Sûla,,,
1945,Disrespectful,Ba nemisûla,,,,
1946,Dissention,Cimpatanya,,,,
1947,Dissolve,Sungulula,,,,
1948,Dissuade,Kânya,,,,
1949,Distance,Kulêpa,Talusha,,,
1950,Distinguish,Lekanya,Pusanya,,,
1951,Distinguished,Lumbuka,,,,
1952,Distract,Pusaula,Pusauka,,,
1953,District,Mpanga,Câlo,,,
1954,Ditch,Mufôlo,,,,
1955,Dive,Ibila,,,,
1956,Divide,Akanya,,,,
1957,Divination,Lubuko,,,,
1958,Divine,Takatifu,,,,
1959,Divine (the future),Buka,,,,
1960,Divinity,Bumulungu,,,,
1961,Divorce,Lekana mucûpo,Putule cûpo,,,
1962,Divulge,Ananya,Sokolola,,,
1963,Dizziness,Lunshingwa,,,,
1964,Do,Cita,,,,
